County,State,Total Population,Asian Indian,Bangladeshi,Bhutanese,Burmese,Cambodian,Chinese except Taiwanese,Filipino,Hmong,Indonesian,Japanese,Korean,Laotian,Malaysian,Mongolian,Nepalese,Okinawan,Other Asian not specified,Other Asian specified,Pakistani,Sri Lankan,Taiwanese,Thai,Vietnamese
Dawson County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dawson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Day County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
De Baca County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
De Soto Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
De Witt County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Deaf Smith County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dearborn County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Deer Lodge County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Defiance County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Georgia,,13708,,,3605,,6589,,,,,3523,,,,,,,,,,,,5191
DeKalb County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte County,California,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Ohio,,5851,,,,,1923,,,,,,,,,,,,,,,,,
Delaware County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Pennsylvania,,10166,,,,,6275,1190,,,,3411,,,,,,,,,,,,3606
Delta County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Delta County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Delta County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Denali Borough,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Dent County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Denton County,Texas,,24586,,,,,6805,3426,,,,8246,,,,,,,,3648,,,,6249
Denver County,Colorado,,2810,,,,,4875,1621,,,1407,1816,,,,,,,,,,,,6257
Des Moines County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Deschutes County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Desha County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
DeSoto County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
DeSoto County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Deuel County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Deuel County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dewey County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Dewey County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
DeWitt County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dickens County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dickenson County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Dickey County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Dickson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Dillingham Census Area,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Dillon County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Dimmit County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dinwiddie County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
District of Columbia,District of Columbia,,6190,,,,,6644,3027,,,1285,2794,,,,,,,,,,,,2e3
Divide County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dixie County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Dixon County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Dolores County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Doña Ana County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Doniphan County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Donley County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dooly County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Door County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Dorado Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Dorchester County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Dorchester County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Colorado,,5953,,,,,2570,,,,,,,,,,,,,,,,,
Douglas County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Kansas,,,,,,,1905,,,,,,,,,,,,,,,,,
Douglas County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Nebraska,,5239,,,3507,,2466,,,,,968,,,,,,,,,,,,
Douglas County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Drew County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Dubois County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Dubuque County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Duchesne County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Dukes County,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,
Dundy County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dunklin County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Dunn County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dunn County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
DuPage County,Illinois,,51411,,,,,13505,15583,,,1381,4222,,,,,,,,6676,,,,4135
Duplin County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Durham County,North Carolina,,3924,,,,,4606,,,,,,,,,,,,,,,,,
Dutchess County,New York,,3504,,,,,3368,,,,,,,,,,,,,,,,,
Duval County,Florida,,8768,,,,,3645,14189,,,,,,,,,,,,,,,,5541
Duval County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dyer County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Eagle County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Early County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
East Baton Rouge Parish,Louisiana,,,,,,,3065,,,,,,,,,,,,,,,,,5877
East Carroll Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
East Feliciana Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Eastland County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Eaton County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Eau Claire County,Wisconsin,,,,,,,,,2047,,,,,,,,,,,,,,,
Echols County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Ector County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Eddy County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Eddy County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Edgar County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Edgecombe County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Edgefield County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Edmonson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Edmunds County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Edwards County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Edwards County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Edwards County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Effingham County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Effingham County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado County,California,,2302,,,,,,2010,,,,,,,,,,,,,,,,
El Paso County,Colorado,,,,,,,2572,4549,,,,4437,,,,,,,,,,,,
El Paso County,Texas,,,,,,,,2432,,,,,,,,,,,,,,,,
Elbert County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Elbert County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Elk County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Elk County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Elkhart County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Elko County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Elliott County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Ellsworth County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Elmore County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Elmore County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Emery County,Utah,,60,,,,,,,,,,,,,,,,,,,,,,
Emmet County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Emmet County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Emmons County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Emporia city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Erath County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Erie County,New York,,8883,,,,,7057,1198,,,,2495,,,,,,,,,,,,1491
Erie County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Erie County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Escambia County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Escambia County,Florida,,,,,,,,3094,,,,,,,,,,,,,,,,
Esmeralda County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Essex County,Massachusetts,,5232,,,,5197,5708,,,,,1644,,,,,,,,,,,,3739
Essex County,New Jersey,,14123,,,,,10057,9258,,,,2671,,,,,,,,,,,,
Essex County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Essex County,Vermont,,,,,,,,,,,,,,,,,,,,,,,,
Essex County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Estill County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Etowah County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Eureka County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Evangeline Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Evans County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Fairbanks North Star Borough,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Fairfax city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fairfax County,Virginia,,52516,3798,,,,29655,16282,,,3684,41471,,,,3288,,2046,,15255,,,3583,32483
Fairfield County,Connecticut,,19025,,,,,11049,4566,,,2055,2835,,,,,,,,,,,,
Fairfield County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Fajardo Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Fall River County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Fallon County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Falls Church city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Falls County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fannin County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Fannin County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Faribault County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Faulk County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Faulkner County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Fauquier County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Kentucky,,2619,,,,,2733,,,,,,,,,,,,,,,,,
Fayette County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fentress County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Fergus County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Ferry County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Fillmore County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Fillmore County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Finney County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Fisher County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Flagler County,Florida,,,,,,,,1486,,,,,,,,,,,,,,,,
Flathead County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Fleming County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Florence County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Florence County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Florida Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fluvanna County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Foard County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fond du Lac County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Ford County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Ford County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Forest County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Forest County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Forrest County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Forsyth County,Georgia,,13767,,,,,2829,,,,,2895,,,,,,,,,,,,
Forsyth County,North Carolina,,1666,,,,,2252,,,,,,,,,,,,,,,,,
Fort Bend County,Texas,,52805,,,,,28205,12254,,,,,,,,,,,,14182,,,,18599
Foster County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Fountain County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Franklin city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Alabama,,,,,,,,,,,,,,,,,,,,,,,107,
Franklin County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Maine,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Ohio,,19070,,,,,12661,2734,,,2796,4172,,,,,,,,,,,,2817
Franklin County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Vermont,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Frederick County,Maryland,,3072,,,,,1872,,,,,,,,,,,,,,,,,
Frederick County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Freeborn County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Freestone County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Fresno County,California,,20929,,,,5151,6400,10002,32559,,4784,,7783,,,,,,,,,,,4550
Frio County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Frontier County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Georgia,,33539,,,,,13381,,,,,7400,,,,,,,,,,,,2835
Fulton County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Furnas County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Gadsden County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Gage County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Gaines County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Galax city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Gallia County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Galveston County,Texas,,3137,,,,,,1824,,,,,,,,,,,,,,,,2329
Garden County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Garland County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Garrard County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Garrett County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Garvin County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Garza County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gasconade County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Gaston County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Gates County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Geary County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Geauga County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Gem County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Genesee County,Michigan,,1787,,,,,,,,,,,,,,,,,,,,,,
Genesee County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Geneva County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Gentry County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
George County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Gibson County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Gibson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Gila County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Gilchrist County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Giles County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Giles County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Gillespie County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gilliam County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Gilpin County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Glacier County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Glades County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Gladwin County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Glascock County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Glasscock County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Glenn County,California,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester County,New Jersey,,2325,,,,,,2363,,,,,,,,,,,,,,,,
Gloucester County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Glynn County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Gogebic County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Golden Valley County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Golden Valley County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Goliad County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gonzales County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Goochland County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Goodhue County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Gooding County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Gordon County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Goshen County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Gosper County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Gove County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Grady County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Grady County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Grafton County,New Hampshire,,,,,,,1096,,,,,,,,,,,,,,,,,
Graham County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Graham County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Graham County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Grainger County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Grand County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Grand County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Grand Forks County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grand Isle County,Vermont,,,,,,,,,,,,,,,,,,,,,,,,
Grand Traverse County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Granite County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Grant Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Granville County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Gratiot County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Graves County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Gray County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Gray County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Grays Harbor County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Greeley County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Greeley County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Green County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Green County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Green Lake County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Greenbrier County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Greene County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
