County,State,Total Population,Asian Indian,Bangladeshi,Bhutanese,Burmese,Cambodian,Chinese except Taiwanese,Filipino,Hmong,Indonesian,Japanese,Korean,Laotian,Malaysian,Mongolian,Nepalese,Okinawan,Other Asian not specified,Other Asian specified,Pakistani,Sri Lankan,Taiwanese,Thai,Vietnamese
Davison County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dawes County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dawson County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Dawson County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Dawson County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dawson County,Texas,,,,,104,,108,,,,,,,,,,,,,,,,,
Day County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
De Baca County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
De Soto Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
De Witt County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Deaf Smith County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dearborn County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Decatur County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Deer Lodge County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Defiance County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Georgia,,14731,,,3770,,8029,,,,,4152,,,,,,,,,,,,5801
DeKalb County,Illinois,,,,,,,,1049,,,,,,,,,,,,,,,,
DeKalb County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte County,California,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Ohio,,6186,,,,,2299,,,,,,,,,,,,,,,,,
Delaware County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County,Pennsylvania,,10887,,,,,7376,2137,,,,3861,,,,,,,,,,,,3943
Delta County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Delta County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Delta County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Denali Borough,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Dent County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Denton County,Texas,,25514,,,,1594,8224,5633,,,2633,9275,,,,,,,,3998,,,,7401
Denver County,Colorado,,3413,,,,,6690,2985,,,3115,2867,,,,,,,,,,,,7025
Des Moines County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Deschutes County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Desha County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
DeSoto County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
DeSoto County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Deuel County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Deuel County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dewey County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Dewey County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
DeWitt County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dickens County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dickenson County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Dickey County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Dickson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Dillingham Census Area,Alaska,,,,,,,,,,,,,,,,,,,,,,,,
Dillon County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Dimmit County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dinwiddie County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
District of Columbia,District of Columbia,,8029,,,,,8738,4530,,,2594,3598,,,,,,1390,,,,,,2274
Divide County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dixie County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Dixon County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dodge County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Dolores County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Doña Ana County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Doniphan County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Donley County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dooly County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Door County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Dorado Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Dorchester County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Dorchester County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Colorado,,6164,,,,,3573,2213,,,1954,2163,,,,,,,,,,,,
Douglas County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Kansas,,,,,,,2107,,,,,,,,,,,,,,,,,
Douglas County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Nebraska,,5544,,,3624,,3182,1774,,,1263,1442,,,,,,,,,,,,
Douglas County,Nevada,,,,,,,,1002,,,,,,,,,,,,,,,,
Douglas County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Drew County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Dubois County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Dubuque County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Duchesne County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Dukes County,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,
Dundy County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Dunklin County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Dunn County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Dunn County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
DuPage County,Illinois,,53565,,,,,15724,18484,,,2550,5367,,,,,,3267,,7492,,,,4620
Duplin County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Durham County,North Carolina,,4276,,,,,5118,1613,,,,1874,,,,,,,,,,,,
Dutchess County,New York,,4064,,,,,4115,,,,,,,,,,,,,,,,,
Duval County,Florida,,9524,,,,,5087,18983,,,,,,,,,,,,,,,,6139
Duval County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Dyer County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Eagle County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Early County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
East Baton Rouge Parish,Louisiana,,3160,,,,,3439,,,,,,,,,,,,,,,,,6235
East Carroll Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
East Feliciana Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Eastland County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Eaton County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Eau Claire County,Wisconsin,,,,,,,,,2152,,,,,,,,,,,,,,,
Echols County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Ector County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Eddy County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Eddy County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Edgar County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Edgecombe County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Edgefield County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Edmonson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Edmunds County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Edwards County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Edwards County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Edwards County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Effingham County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Effingham County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado County,California,,2476,,,,,2191,2749,,,1090,,,,,,,,,,,,,
El Paso County,Colorado,,,,,,,3571,8392,,,3736,7840,,,,,,,,,,,,1974
El Paso County,Texas,,1687,,,,,2182,4571,,,,2914,,,,,,,,,,,,
Elbert County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Elbert County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Elk County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Elk County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Elkhart County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Elko County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Elliott County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Ellsworth County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Elmore County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Elmore County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Emery County,Utah,,60,,,,,,,,,,,,,,,,,,,,,,
Emmet County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Emmet County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Emmons County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Emporia city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Erath County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Erie County,New York,,9465,,,,,7897,1891,,,,2992,,,,,,,,,,,,1912
Erie County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Erie County,Pennsylvania,,,,,,,1194,,,,,,,,,,,,,,,,,
Escambia County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Escambia County,Florida,,,,,,,,6079,,,,1357,,,,,,,,,,,,2561
Esmeralda County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Essex County,Massachusetts,,5772,,,,5905,7091,,,,,2281,,,,,,,,,,,,4369
Essex County,New Jersey,,15434,,,,,11228,10475,,,1269,3133,,,,,,,,,,,,
Essex County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Essex County,Vermont,,,,,,,,,,,,,,,,,,,,,,,,
Essex County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Estill County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Etowah County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Eureka County,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
Evangeline Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Evans County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Fairbanks North Star Borough,Alaska,,,,,,,,1688,,,,,,,,,,,,,,,,
Fairfax city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fairfax County,Virginia,,56085,3967,,,,35593,22691,,,6806,46216,,,,3374,,10174,,16169,,,4289,35294
Fairfield County,Connecticut,,20363,,,,,13646,6161,,,2942,3700,,,,,,2890,,,,,,
Fairfield County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Fajardo Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Fall River County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Fallon County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Falls Church city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Falls County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fannin County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Fannin County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Faribault County,Minnesota,,,,,,,,62,,,,,,,,,,,,,,,,
Faulk County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Faulkner County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Fauquier County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Kentucky,,2856,,,,,3053,1503,,,,,,,,,,,,,,,,
Fayette County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fentress County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Fergus County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Ferry County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Fillmore County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Fillmore County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Finney County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Fisher County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Flagler County,Florida,,,,,,,,1593,,,,,,,,,,,,,,,,
Flathead County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Fleming County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Florence County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Florence County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Florida Municipio,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Floyd County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fluvanna County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Foard County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fond du Lac County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Ford County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Ford County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Forest County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Forest County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Forrest County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Forsyth County,Georgia,,13990,,,,,3288,,,,,3238,,,,,,,,,,,,
Forsyth County,North Carolina,,1814,,,,,2521,,,,,,,,,,,,,,,,,
Fort Bend County,Texas,,54129,,,,,30086,14637,,,,,,,,,,,,14608,,,,20490
Foster County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Fountain County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Franklin city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Alabama,,,,,,,,,,,,,,,,,,,,,,,107,
Franklin County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Maine,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Ohio,,20045,,,,3737,14797,5430,,,4326,5436,,,,,,2408,,,,,,3752
Franklin County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Vermont,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Frederick County,Maryland,,3322,,,,,2289,1609,,,,1761,,,,,,,,,,,,
Frederick County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Freeborn County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Freestone County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Iowa,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Fresno County,California,,21925,,,,6150,8086,14160,33418,,7683,2352,8937,,,,,,,,,,,5259
Frio County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Frontier County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Georgia,,34969,,,,,14800,3798,,,2618,8597,,,,,,,,,,,,3193
Fulton County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,
Furnas County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Gadsden County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Gage County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Gaines County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Galax city,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County,Illinois,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Gallia County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Galveston County,Texas,,3552,,,,,1969,2266,,,,,,,,,,,,,,,,2468
Garden County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Garfield County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Garland County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Garrard County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Garrett County,Maryland,,,,,,,,,,,,,,,,,,,,,,,,
Garvin County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Garza County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gasconade County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
Gaston County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Gates County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Geary County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Geauga County,Ohio,,,,,,,,,,,,,,,,,,,,,,,,
Gem County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Genesee County,Michigan,,2039,,,,,,,,,,,,,,,,,,,,,,
Genesee County,New York,,,,,,,,,,,,,,,,,,,,,,,,
Geneva County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,
Gentry County,Missouri,,,,,,,,,,,,,,,,,,,,,,,,
George County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Gibson County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Gibson County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Gila County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Gilchrist County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Giles County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Giles County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Gillespie County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gilliam County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Gilpin County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Glacier County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Glades County,Florida,,,,,,,,,,,,,,,,,,,,,,,,
Gladwin County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Glascock County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Glasscock County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Glenn County,California,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester County,New Jersey,,2464,,,,,1785,2959,,,,,,,,,,,,,,,,
Gloucester County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Glynn County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Gogebic County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Golden Valley County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Golden Valley County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Goliad County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Gonzales County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Goochland County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Goodhue County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Gooding County,Idaho,,,,,,,,,,,,,,,,,,,,,,,,
Gordon County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Goshen County,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
Gosper County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Gove County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Grady County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,
Grady County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Grafton County,New Hampshire,,,,,,,1223,,,,,,,,,,,,,,,,,
Graham County,Arizona,,,,,,,,,,,,,,,,,,,,,,,,
Graham County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Graham County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Grainger County,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,
Grand County,Colorado,,,,,,,,,,,,,,,,,,,,,,,,
Grand County,Utah,,,,,,,,,,,,,,,,,,,,,,,,
Grand Forks County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grand Isle County,Vermont,,,,,,,,,,,,,,,,,,,,,,,,
Grand Traverse County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Granite County,Montana,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Indiana,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Oregon,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Grant County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
Grant Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,
Granville County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,
Gratiot County,Michigan,,,,,,,,,,,,,,,,,,,,,,,,
Graves County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Gray County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Gray County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Grays Harbor County,Washington,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County,Texas,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,
Greeley County,Kansas,,,,,,,,,,,,,,,,,,,,,,,,
Greeley County,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,
Green County,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,
Green County,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
